"ID","preco","nrQuartos","nrWC","Sala_estar_m2","lote_m2","nrAndares","vista","condicao","piso_m2","arrecadacao_m2","Ano_construcao","Ano_renovacao"
"378","230000","3","  1.00 ","32","1440","  1.00 ","0","4","125","0","1960","2001"
"380","349000","3","  1.75 ","37","866","  1.00 ","0","3","143","0","1988","2000"
"381","835000","4","  2.00 ","44","626","  1.50 ","0","5","172","0","1941","0"
"382","988500","3","  2.75 ","47","1513","  2.00 ","4","3","181","0","2007","0"
"383","500000","3","  1.75 ","33","108","  3.00 ","0","3","127","0","2012","1912"
"384","499000","2","  1.50 ","26","86","  2.00 ","0","3","84","60","2005","0"
"386","494000","3","  2.50 ","54","426","  2.00 ","0","3","208","0","2011","0"
"389","985000","4","  2.25 ","98","3399","  2.00 ","0","3","381","0","1989","0"
"391","839900","4","  3.50 ","89","1223","  1.00 ","1","3","230","417","2013","1923"
"392","765000","4","  2.75 ","65","974","  2.00 ","0","3","251","0","1996","0"
"393","460000","4","  1.75 ","41","495","  1.50 ","0","5","95","233","1926","0"
"394","224500","4","  1.00 ","33","752","  1.50 ","0","4","129","0","1983","0"
"395","254000","3","  2.50 ","43","414","  2.00 ","0","3","167","0","2003","0"
"396","255000","2","  1.00 ","22","2585","  1.00 ","0","4","86","0","1984","0"
"398","920000","4","  3.00 ","87","992","  2.00 ","0","3","338","0","1976","0"
"399","402500","4","  2.50 ","60","1076","  2.00 ","0","3","234","0","1988","2000"
"400","280950","3","  1.75 ","32","783","  1.00 ","3","4","76","183","1912","1989"
"401","604000","4","  2.50 ","53","698","  2.00 ","0","3","203","0","1989","0"
"402","565000","4","  2.25 ","57","670","  2.00 ","0","3","222","0","1984","0"
"403","255000","2","  1.00 ","19","718","  1.00 ","0","1","73","0","1928","0"
"404","445000","4","  2.00 ","38","540","  1.00 ","0","5","90","217","1959","0"
"405","2400000","3","  2.25 ","70","1050","  1.50 ","4","3","270","0","2001","0"
"406","195000","2","  1.00 ","17","1620","  1.00 ","0","3","65","0","1950","2005"
"407","275000","3","  1.50 ","32","4343","  1.00 ","0","3","125","0","1922","2013"
"408","387000","3","  2.25 ","34","145","  2.00 ","0","3","117","48","2003","0"
"409","490000","2","  1.00 ","43","297","  1.50 ","0","4","102","237","1910","0"
"410","505000","3","  2.50 ","49","524","  2.00 ","2","3","189","0","1999","0"
"411","303500","3","  1.50 ","25","942","  1.00 ","0","4","95","0","1973","0"
"412","270000","3","  1.50 ","35","570","  1.00 ","0","5","135","0","1953","0"
"414","382000","3","  3.25 ","33","113","  3.00 ","0","3","127","0","2005","0"
"415","1370000","4","  2.75 ","86","851","  1.00 ","4","5","176","587","1962","0"
"416","280000","4","  2.00 ","51","1300","  1.00 ","0","4","106","337","1977","0"
"417","260000","3","  2.00 ","45","727","  1.00 ","0","4","136","137","1969","0"
"418","201500","3","  1.00 ","27","749","  1.00 ","0","4","104","0","1959","0"
"419","1157200","4","  4.25 ","136","4760","  2.00 ","0","4","442","317","1996","0"
"420","536500","4","  1.75 ","46","360","  1.50 ","0","5","131","183","1926","0"
"421","248000","4","  3.00 ","50","529","  2.00 ","0","3","195","0","2006","0"
"422","532000","5","  3.00 ","81","5175","  1.00 ","0","4","211","380","1976","1992"
"423","580000","4","  2.50 ","66","564","  2.00 ","0","3","256","0","1998","2006"
"424","463000","2","  1.00 ","27","396","  1.00 ","0","4","104","0","1905","0"
"425","742500","4","  2.75 ","72","340","  2.00 ","0","3","180","367","1919","1996"
"426","260000","3","  2.50 ","33","1337","  1.00 ","0","4","92","133","1963","0"
"427","590000","4","  2.25 ","56","2925","  1.00 ","0","3","219","0","1993","0"
"429","566000","3","  2.25 ","39","913","  1.00 ","0","4","123","97","1980","0"
"430","511555","3","  2.00 ","33","656","  1.00 ","0","4","126","0","1963","0"
"431","583000","4","  2.50 ","62","360","  2.00 ","0","3","239","0","2001","0"
"432","290000","4","  2.50 ","46","1197","  1.00 ","0","4","108","267","1968","0"
"433","311100","4","  2.25 ","49","727","  1.00 ","0","4","124","250","1977","0"
"434","325000","3","  2.25 ","31","152","  3.00 ","0","3","122","0","2007","0"
"435","491300","3","  1.75 ","41","1021","  1.00 ","1","4","117","150","1987","0"
"436","315000","5","  1.75 ","54","729","  1.00 ","0","4","104","387","1956","0"
"437","360000","2","  1.00 ","33","7370","  1.00 ","0","3","106","80","1956","2001"
"438","330000","4","  2.50 ","45","341","  2.00 ","0","3","175","0","2003","0"
"439","481450","3","  2.00 ","33","432","  1.00 ","0","3","127","0","1940","1996"
"440","234950","3","  1.00 ","32","895","  1.00 ","0","3","122","0","1977","2004"
"441","251000","3","  1.75 ","28","653","  1.00 ","0","3","110","0","1962","2003"
"442","782000","4","  2.50 ","66","1831","  2.00 ","0","3","178","283","1979","2014"
"443","833000","4","  2.75 ","88","928","  2.00 ","0","3","340","0","1999","0"
"444","542500","4","  2.50 ","54","1286","  2.00 ","0","4","210","0","1978","2000"
"445","851000","3","  2.50 ","83","9656","  2.00 ","0","3","320","0","1987","2000"
"446","325000","4","  1.50 ","34","6372","  1.00 ","0","3","132","0","1976","0"
"447","415000","4","  2.25 ","71","4391","  2.00 ","0","3","275","0","1992","0"
"448","252500","3","  1.00 ","24","551","  1.00 ","0","3","79","50","1947","2012"
"451","225000","3","  2.50 ","46","828","  2.00 ","0","4","180","0","1992","0"
"452","270000","3","  2.00 ","39","862","  1.00 ","0","4","152","0","1969","0"
"453","1702500","5","  4.50 ","121","2134","  2.00 ","2","3","305","600","1987","2000"
"454","536000","3","  1.75 ","30","487","  1.50 ","0","3","117","0","1925","1992"
"455","585000","4","  3.25 ","56","2633","  2.00 ","0","4","216","0","1982","2011"
"457","320000","4","  2.25 ","54","674","  2.00 ","0","3","208","0","1980","0"
"458","769900","4","  3.50 ","63","274","  2.00 ","0","3","216","110","2006","0"
"459","557000","4","  2.50 ","66","405","  2.00 ","0","3","256","0","2012","1912"
"460","212000","2","  1.50 ","24","137","  2.00 ","0","3","92","0","2004","2003"
"461","376000","3","  2.00 ","31","125","  3.00 ","0","3","121","0","2008","0"
"462","800000","4","  3.25 ","82","14349","  2.00 ","0","3","319","0","2007","0"
"463","2238888","5","  6.50 ","169","11702","  2.00 ","0","3","578","283","2010","0"
"464","324000","3","  2.25 ","23","81","  2.00 ","0","3","72","67","2007","0"
"465","549900","5","  2.75 ","71","631","  1.00 ","0","5","144","487","1979","0"
"466","320000","3","  2.50 ","49","627","  2.00 ","0","3","192","0","2003","0"
"467","875000","4","  2.00 ","59","540","  1.00 ","0","3","126","373","1921","2007"
"468","265000","4","  1.00 ","45","858","  1.00 ","0","3","97","287","1962","2003"
"469","394950","3","  2.50 ","31","113","  3.00 ","0","3","114","27","2006","0"
"470","842500","4","  2.50 ","50","477","  2.50 ","0","4","194","0","1902","0"
"472","1225000","4","  4.50 ","126","9174","  1.00 ","0","3","350","510","2001","0"
"473","885000","4","  2.50 ","66","450","  2.00 ","0","3","255","0","1995","0"
"474","453246","3","  2.50 ","47","206","  2.00 ","0","3","125","207","2014","0"
"475","927000","4","  2.75 ","77","1088","  2.00 ","0","3","297","0","1953","0"
"476","490000","2","  2.50 ","29","125","  2.00 ","0","3","78","120","2004","2003"
"477","341000","3","  1.50 ","40","641","  1.50 ","0","4","155","0","1952","0"
"478","235000","1","  1.00 ","19","221","  1.00 ","0","5","73","0","1941","0"
"479","1200000","3","  1.75 ","36","727","  1.50 ","4","4","140","0","1928","0"
"480","560000","3","  2.00 ","59","19510","  1.00 ","0","3","230","0","1986","0"
"481","900000","4","  3.25 ","109","3457","  2.00 ","0","3","308","427","1978","0"
"482","255000","2","  1.00 ","28","225","  1.00 ","0","3","69","150","1910","2006"
"483","1575000","5","  2.75 ","85","1814","  1.00 ","0","4","212","430","1975","0"
"484","876650","3","  3.25 ","50","1126","  1.50 ","0","5","149","173","1928","1970"
"485","540000","4","  2.25 ","59","20543","  1.00 ","0","3","131","363","1990","2009"
"487","750000","4","  2.50 ","69","444","  2.00 ","0","3","260","30","2000","0"
"488","582000","4","  1.75 ","49","419","  1.00 ","1","3","107","310","1951","1994"
"489","1315000","4","  3.50 ","80","360","  2.00 ","0","3","230","300","2004","2003"
"490","372500","5","  3.00 ","58","908","  1.00 ","0","3","117","393","2004","2003"
"491","410000","3","  2.25 ","51","1523","  2.00 ","0","3","198","0","1987","2000"
"492","360000","4","  2.00 ","40","495","  1.00 ","0","5","91","240","1943","0"
"493","1015000","3","  2.50 ","68","3107","  1.00 ","4","4","162","373","1954","1983"
"494","225000","3","  1.00 ","23","721","  1.00 ","0","4","89","0","1966","0"
"495","647000","4","  2.50 ","71","620","  2.00 ","0","3","274","0","1999","0"
"496","950000","5","  3.00 ","105","23287","  1.50 ","0","4","288","443","2003","0"
"497","185000","3","  1.50 ","32","762","  1.00 ","0","4","123","0","1961","2001"
"498","335000","3","  2.50 ","45","443","  2.00 ","0","3","175","0","2004","2003"
"499","210000","3","  2.50 ","24","238","  2.00 ","0","3","65","107","2004","2003"
"500","522000","4","  2.25 ","42","776","  1.00 ","0","4","122","147","1980","0"
"501","770000","3","  1.75 ","40","450","  1.00 ","0","3","155","0","1954","2014"
"503","751000","4","  2.50 ","72","553","  2.00 ","0","3","280","0","2004","2003"
"504","330000","5","  3.00 ","49","694","  1.00 ","0","3","113","283","2013","1923"
"505","465000","3","  1.50 ","47","1022","  1.00 ","0","4","107","277","1956","0"
"506","850000","4","  1.75 ","55","1072","  1.00 ","0","4","212","0","1961","2001"
"507","947500","4","  2.25 ","76","1110","  1.50 ","0","4","296","0","1968","0"
"508","302000","5","  2.25 ","51","703","  2.00 ","0","3","196","0","1986","0"
"509","500000","2","  2.25 ","30","120","  3.00 ","0","3","116","0","2007","0"
"510","201000","3","  1.00 ","34","878","  1.00 ","0","4","131","0","1969","0"
"511","265000","2","  1.00 ","30","255","  2.00 ","0","3","116","0","2008","0"
"512","870300","4","  2.50 ","55","284","  1.50 ","0","4","152","220","1910","0"
"513","339000","3","  1.00 ","25","729","  1.00 ","0","4","97","0","1955","2009"
"514","690000","4","  2.50 ","62","1212","  2.00 ","0","4","240","0","1989","0"
"515","788000","4","  3.25 ","85","518","  2.00 ","0","3","256","280","2003","0"
"516","315275","3","  1.75 ","33","724","  1.00 ","0","3","86","160","1951","1994"
"517","505000","4","  1.75 ","45","432","  1.00 ","0","5","93","303","1922","1956"
"518","368000","3","  1.00 ","30","891","  1.00 ","0","3","115","0","1968","1997"
"519","947500","3","  2.75 ","69","2443","  1.50 ","2","5","196","267","1917","0"
"520","156000","3","  1.00 ","23","772","  1.00 ","0","3","87","0","1959","1989"
"521","610000","4","  3.00 ","49","450","  1.50 ","2","4","148","157","1930","0"
"522","420000","2","  2.50 ","34","123","  3.00 ","0","3","133","0","2009","0"
"523","192000","2","  1.00 ","16","949","  1.00 ","0","3","63","0","1953","0"
"524","910000","3","  2.00 ","63","551","  1.00 ","0","4","122","450","1962","0"
"525","1300000","4","  3.25 ","54","872","  2.00 ","3","3","210","0","1918","0"
"526","1346400","5","  1.75 ","79","1802","  1.00 ","0","4","152","563","1963","0"
"527","840000","4","  2.75 ","60","248","  1.50 ","0","3","146","327","1936","0"
"528","300000","2","  1.75 ","32","729","  1.00 ","0","3","77","167","1975","0"
"529","505000","4","  2.50 ","65","573","  1.00 ","0","3","143","397","1978","0"
"530","110000","3","  1.00 ","29","4783","  1.00 ","0","5","113","0","1945","0"
"532","211000","3","  1.50 ","31","686","  1.00 ","0","5","122","0","1941","0"
"533","675000","4","  3.00 ","56","301","  1.00 ","0","4","108","400","1964","0"
"534","734200","4","  2.50 ","64","450","  1.50 ","0","5","151","360","1928","1970"
"535","1225000","4","  2.25 ","71","1443","  1.00 ","3","3","168","400","1976","0"
"536","615000","2","  1.75 ","47","2573","  1.50 ","3","4","184","0","1919","1990"
"537","630000","4","  2.00 ","41","540","  2.00 ","0","5","159","0","1911","1981"
"538","1264000","4","  3.75 ","81","825","  2.00 ","0","3","314","0","2012","1912"
"540","369000","2","  2.50 ","23","81","  2.00 ","0","3","60","103","2009","0"
"541","635000","3","  2.50 ","36","129","  3.00 ","0","3","141","0","2010","0"
"542","1033888","4","  3.25 ","76","467","  2.00 ","0","3","280","53","2014","0"
"543","383000","4","  2.50 ","50","560","  2.00 ","0","3","194","0","2010","0"
"544","1050000","4","  3.75 ","76","990","  2.00 ","0","3","209","320","2008","0"
"545","455000","4","  2.50 ","78","692","  2.00 ","0","3","302","0","2001","0"
"546","819900","5","  2.75 ","73","641","  2.00 ","0","3","284","0","2013","1923"
"547","625000","3","  3.50 ","42","166","  2.00 ","0","4","130","123","2009","0"
"548","651000","4","  2.50 ","64","643","  2.00 ","0","3","247","0","1993","0"
"549","480000","5","  4.75 ","89","3150","  1.00 ","0","3","192","567","1976","0"
"550","757000","3","  3.25 ","74","475","  2.00 ","0","3","287","0","2007","0"
"551","460000","3","  2.25 ","55","941","  1.00 ","0","3","125","320","1977","2004"
"552","267345","4","  2.25 ","58","735","  1.00 ","0","4","145","300","1972","0"
"553","530000","2","  2.00 ","39","446","  1.00 ","0","3","151","0","2006","0"
"554","449500","3","  2.00 ","41","595","  1.00 ","0","4","86","270","1954","1979"
"555","289000","3","  1.00 ","25","658","  1.00 ","0","5","98","0","1981","0"
"556","373000","5","  2.50 ","70","514","  2.00 ","0","3","270","0","2006","0"
"557","525000","5","  3.00 ","57","413","  2.00 ","0","3","221","0","1994","0"
"558","777000","3","  3.25 ","84","5371","  2.00 ","0","3","220","390","2003","0"
"559","550000","4","  2.00 ","52","675","  1.00 ","0","5","108","350","1956","0"
"560","523000","3","  1.50 ","29","696","  1.00 ","0","4","112","0","1957","2001"
"561","628000","4","  2.00 ","53","540","  1.00 ","0","3","129","277","1958","2004"
"562","581000","4","  1.75 ","49","735","  1.00 ","0","4","96","340","1963","0"
"563","245000","5","  1.75 ","47","711","  1.00 ","0","3","110","267","1962","2003"
"564","415000","3","  1.75 ","46","450","  1.00 ","0","5","88","327","1911","1984"
"565","1895000","5","  2.25 ","72","1500","  2.00 ","0","4","281","0","1969","0"
"566","225000","3","  1.50 ","29","675","  1.00 ","0","3","113","0","1967","2011"
"567","287000","3","  2.25 ","35","864","  1.00 ","0","4","105","107","1987","0"
"568","799200","6","  3.00 ","67","213","  2.50 ","0","3","206","200","1906","2014"
"569","239950","3","  1.00 ","44","3050","  1.50 ","0","4","171","0","1942","1982"
"570","591000","3","  1.75 ","39","216","  1.00 ","0","5","78","270","1922","1956"
"571","700000","3","  2.50 ","47","756","  2.00 ","0","4","183","0","1975","0"
"572","475000","4","  2.50 ","87","783","  1.00 ","0","3","203","493","2004","2003"
"574","771000","3","  2.25 ","41","551","  1.50 ","0","4","125","130","1927","0"
"575","155000","2","  1.00 ","21","561","  1.00 ","0","3","82","0","1943","2002"
"576","550000","7","  4.00 ","80","729","  2.00 ","0","3","310","0","1970","2014"
"577","645000","3","  2.50 ","40","1238","  2.00 ","0","4","157","0","1975","0"
"578","464000","5","  2.50 ","79","807","  1.00 ","0","4","153","567","1959","0"
"579","1050000","4","  3.25 ","102","1496","  2.00 ","0","3","396","0","2003","0"
"580","350000","3","  2.50 ","47","1287","  2.00 ","0","3","181","0","1977","2004"
"581","591000","4","  2.25 ","63","3436","  2.00 ","0","4","244","0","1977","0"
"582","2555000","4","  2.50 ","123","2359","  2.00 ","2","2","411","243","1923","0"
"583","717000","3","  1.50 ","30","349","  1.00 ","0","3","98","73","1956","2001"
"584","225000","4","  1.50 ","45","1130","  1.50 ","0","3","176","0","1939","1969"
"585","225000","3","  1.00 ","24","588","  1.00 ","0","3","94","0","1947","2012"
"586","345000","3","  1.75 ","25","648","  1.00 ","0","3","98","0","1968","1997"
"587","230000","2","  0.75 ","15","482","  1.00 ","0","4","59","0","1931","0"
"588","385000","3","  2.00 ","34","594","  1.00 ","2","3","67","247","1943","2002"
"589","90000","2","  1.00 ","18","238","  1.00 ","0","3","71","0","1973","2013"
"590","860000","4","  2.50 ","83","1001","  1.00 ","2","3","206","423","1986","0"
"591","675000","4","  2.50 ","70","499","  2.00 ","0","3","270","0","2006","0"
"592","975000","4","  2.50 ","81","674","  2.00 ","3","3","314","0","2000","0"
"593","780000","3","  1.75 ","54","945","  1.00 ","0","4","211","0","1967","0"
"594","370000","3","  1.75 ","38","743","  1.00 ","0","5","95","197","1951","0"
"595","665000","3","  2.00 ","45","524","  1.50 ","0","5","104","263","1944","0"
"596","675000","5","  3.00 ","79","864","  1.00 ","0","4","168","513","1968","0"
"597","620000","3","  1.00 ","40","365","  1.50 ","0","3","154","0","1909","2004"
"598","1105000","4","  1.50 ","64","360","  2.00 ","0","5","174","270","1905","0"
"599","450000","3","  2.75 ","29","80","  2.00 ","0","3","94","70","2010","0"
"600","450000","3","  2.25 ","57","3796","  1.00 ","0","4","221","0","1978","2000"
"601","530000","3","  1.75 ","39","737","  1.00 ","0","4","152","0","1958","1972"
"602","635000","4","  1.75 ","45","1199","  1.00 ","0","4","123","193","1969","0"
"603","580000","5","  2.00 ","53","641","  1.00 ","0","3","107","367","1964","2000"
"604","1550000","5","  3.25 ","78","1571","  1.00 ","2","5","180","457","1982","0"
"605","285000","3","  1.00 ","25","778","  1.00 ","0","4","98","0","1973","0"
"606","375000","3","  1.00 ","28","854","  1.00 ","0","4","107","0","1953","1983"
"607","1400000","5","  4.25 ","82","713","  2.00 ","0","3","318","0","2001","0"
"608","560000","3","  1.00 ","33","450","  2.00 ","0","3","130","0","1910","2006"
"609","405000","4","  1.75 ","51","1218","  1.00 ","0","3","98","363","1956","2001"
